"SCHOOL_DISTRICT_NUMBER","year","month","SCHOOL_DISTRICT_NAME","burned_ha_50km","fire_count_50km"
59,2023,6,"Peace River South",44308,12
59,2023,7,"Peace River South",1652,14
59,2023,8,"Peace River South",302,2
59,2023,9,"Peace River South",1263,6
59,2024,5,"Peace River South",1035,7
59,2024,6,"Peace River South",99,4
59,2024,7,"Peace River South",773,13
59,2024,8,"Peace River South",46,3
59,2024,9,"Peace River South",78,2
60,2017,5,"Peace River North",9,3
60,2017,6,"Peace River North",9,1
60,2017,7,"Peace River North",0,0
60,2017,8,"Peace River North",164,6
60,2017,9,"Peace River North",232,2
60,2018,5,"Peace River North",25179,26
60,2018,6,"Peace River North",891,16
60,2018,7,"Peace River North",10444,12
60,2018,8,"Peace River North",22189,9
60,2018,9,"Peace River North",0,0
60,2019,5,"Peace River North",1027,10
60,2019,6,"Peace River North",5,1
60,2019,7,"Peace River North",13,2
60,2019,8,"Peace River North",0,0
60,2019,9,"Peace River North",0,0
60,2020,5,"Peace River North",14,3
60,2020,6,"Peace River North",0,0
60,2020,7,"Peace River North",0,0
60,2020,8,"Peace River North",44,1
60,2020,9,"Peace River North",0,0
60,2021,5,"Peace River North",45,5
60,2021,6,"Peace River North",56964,15
60,2021,7,"Peace River North",7815,4
60,2021,8,"Peace River North",2071,3
60,2021,9,"Peace River North",6,1
60,2022,5,"Peace River North",117,3
60,2022,6,"Peace River North",2154,6
60,2022,7,"Peace River North",744,5
60,2022,8,"Peace River North",29721,11
60,2022,9,"Peace River North",2614,8
60,2023,5,"Peace River North",891722,22
60,2023,6,"Peace River North",733124,34
60,2023,7,"Peace River North",7222,17
60,2023,8,"Peace River North",489,3
60,2023,9,"Peace River North",1923,7
60,2024,5,"Peace River North",29242,15
60,2024,6,"Peace River North",1791,9
60,2024,7,"Peace River North",6791,14
60,2024,8,"Peace River North",60,4
60,2024,9,"Peace River North",8,1
61,2017,5,"Victoria",0,0
61,2017,6,"Victoria",2,1
61,2017,7,"Victoria",1,1
61,2017,8,"Victoria",0,0
61,2017,9,"Victoria",0,0
61,2018,5,"Victoria",0,0
61,2018,6,"Victoria",2,1
61,2018,7,"Victoria",83,1
61,2018,8,"Victoria",6,1
61,2018,9,"Victoria",0,0
61,2019,5,"Victoria",3,1
61,2019,6,"Victoria",0,0
61,2019,7,"Victoria",0,0
61,2019,8,"Victoria",0,0
61,2019,9,"Victoria",0,0
61,2020,5,"Victoria",0,0
61,2020,6,"Victoria",0,0
61,2020,7,"Victoria",2,1
61,2020,8,"Victoria",10,4
61,2020,9,"Victoria",0,0
61,2021,5,"Victoria",0,0
61,2021,6,"Victoria",0,0
61,2021,7,"Victoria",0,0
61,2021,8,"Victoria",30,1
61,2021,9,"Victoria",0,0
61,2022,5,"Victoria",0,0
61,2022,6,"Victoria",0,0
61,2022,7,"Victoria",0,0
61,2022,8,"Victoria",0,0
61,2022,9,"Victoria",0,0
61,2023,5,"Victoria",0,0
61,2023,6,"Victoria",0,0
61,2023,7,"Victoria",0,0
61,2023,8,"Victoria",2,1
61,2023,9,"Victoria",0,0
61,2024,5,"Victoria",0,0
61,2024,6,"Victoria",0,0
61,2024,7,"Victoria",158,1
61,2024,8,"Victoria",0,0
61,2024,9,"Victoria",0,0
62,2017,5,"Sooke",0,0
62,2017,6,"Sooke",2,1
62,2017,7,"Sooke",1,1
62,2017,8,"Sooke",0,0
62,2017,9,"Sooke",0,0
62,2018,5,"Sooke",0,0
62,2018,6,"Sooke",2,1
62,2018,7,"Sooke",98,2
62,2018,8,"Sooke",191,2
62,2018,9,"Sooke",0,0
62,2019,5,"Sooke",19,2
62,2019,6,"Sooke",0,0
62,2019,7,"Sooke",0,0
62,2019,8,"Sooke",0,0
62,2019,9,"Sooke",0,0
62,2020,5,"Sooke",0,0
62,2020,6,"Sooke",0,0
62,2020,7,"Sooke",19,2
62,2020,8,"Sooke",17,6
62,2020,9,"Sooke",0,0
62,2021,5,"Sooke",0,0
62,2021,6,"Sooke",0,0
62,2021,7,"Sooke",0,0
62,2021,8,"Sooke",91,2
62,2021,9,"Sooke",0,0
62,2022,5,"Sooke",0,0
62,2022,6,"Sooke",0,0
62,2022,7,"Sooke",0,0
62,2022,8,"Sooke",0,0
62,2022,9,"Sooke",0,0
62,2023,5,"Sooke",0,0
62,2023,6,"Sooke",0,0
62,2023,7,"Sooke",17,1
62,2023,8,"Sooke",14,2
62,2023,9,"Sooke",0,0
62,2024,5,"Sooke",0,0
62,2024,6,"Sooke",0,0
62,2024,7,"Sooke",158,1
62,2024,8,"Sooke",2,1
62,2024,9,"Sooke",1,1
63,2017,5,"Saanich",0,0
63,2017,6,"Saanich",2,1
63,2017,7,"Saanich",1,1
63,2017,8,"Saanich",0,0
63,2017,9,"Saanich",0,0
63,2018,5,"Saanich",0,0
63,2018,6,"Saanich",2,1
63,2018,7,"Saanich",83,1
63,2018,8,"Saanich",6,1
63,2018,9,"Saanich",0,0
63,2019,5,"Saanich",3,1
63,2019,6,"Saanich",0,0
63,2019,7,"Saanich",0,0
63,2019,8,"Saanich",0,0
63,2019,9,"Saanich",0,0
63,2020,5,"Saanich",0,0
63,2020,6,"Saanich",0,0
63,2020,7,"Saanich",2,1
63,2020,8,"Saanich",17,6
63,2020,9,"Saanich",0,0
63,2021,5,"Saanich",0,0
63,2021,6,"Saanich",0,0
63,2021,7,"Saanich",0,0
63,2021,8,"Saanich",91,2
63,2021,9,"Saanich",0,0
63,2022,5,"Saanich",0,0
63,2022,6,"Saanich",0,0
63,2022,7,"Saanich",0,0
63,2022,8,"Saanich",0,0
63,2022,9,"Saanich",0,0
63,2023,5,"Saanich",0,0
63,2023,6,"Saanich",0,0
63,2023,7,"Saanich",0,0
63,2023,8,"Saanich",2,1
63,2023,9,"Saanich",0,0
63,2024,5,"Saanich",0,0
63,2024,6,"Saanich",0,0
63,2024,7,"Saanich",158,1
63,2024,8,"Saanich",0,0
63,2024,9,"Saanich",0,0
64,2017,5,"Gulf Islands",0,0
64,2017,6,"Gulf Islands",2,1
64,2017,7,"Gulf Islands",1,1
64,2017,8,"Gulf Islands",0,0
64,2017,9,"Gulf Islands",0,0
64,2018,5,"Gulf Islands",0,0
64,2018,6,"Gulf Islands",2,1
64,2018,7,"Gulf Islands",96,2
64,2018,8,"Gulf Islands",194,3
64,2018,9,"Gulf Islands",0,0
64,2019,5,"Gulf Islands",3,1
64,2019,6,"Gulf Islands",4,1
64,2019,7,"Gulf Islands",0,0
64,2019,8,"Gulf Islands",0,0
64,2019,9,"Gulf Islands",0,0
64,2020,5,"Gulf Islands",0,0
64,2020,6,"Gulf Islands",0,0
64,2020,7,"Gulf Islands",2,1
64,2020,8,"Gulf Islands",17,6
64,2020,9,"Gulf Islands",0,0
64,2021,5,"Gulf Islands",0,0
64,2021,6,"Gulf Islands",0,0
64,2021,7,"Gulf Islands",0,0
64,2021,8,"Gulf Islands",91,2
64,2021,9,"Gulf Islands",0,0
64,2022,5,"Gulf Islands",0,0
64,2022,6,"Gulf Islands",0,0
64,2022,7,"Gulf Islands",0,0
64,2022,8,"Gulf Islands",0,0
64,2022,9,"Gulf Islands",0,0
64,2023,5,"Gulf Islands",0,0
64,2023,6,"Gulf Islands",0,0
64,2023,7,"Gulf Islands",0,0
64,2023,8,"Gulf Islands",2,1
64,2023,9,"Gulf Islands",0,0
64,2024,5,"Gulf Islands",0,0
64,2024,6,"Gulf Islands",0,0
64,2024,7,"Gulf Islands",165,2
64,2024,8,"Gulf Islands",2,1
64,2024,9,"Gulf Islands",0,0
67,2017,5,"Okanagan-Skaha",1,1
67,2017,6,"Okanagan-Skaha",147,2
67,2017,7,"Okanagan-Skaha",13920,7
67,2017,8,"Okanagan-Skaha",2658,6
67,2017,9,"Okanagan-Skaha",2189,4
67,2018,5,"Okanagan-Skaha",9,2
67,2018,6,"Okanagan-Skaha",13,2
67,2018,7,"Okanagan-Skaha",37467,20
67,2018,8,"Okanagan-Skaha",1961,12
67,2018,9,"Okanagan-Skaha",0,0
67,2019,5,"Okanagan-Skaha",870,2
67,2019,6,"Okanagan-Skaha",11,1
67,2019,7,"Okanagan-Skaha",0,0
67,2019,8,"Okanagan-Skaha",2450,1
67,2019,9,"Okanagan-Skaha",17,4
67,2020,5,"Okanagan-Skaha",0,0
67,2020,6,"Okanagan-Skaha",18,1
67,2020,7,"Okanagan-Skaha",0,0
67,2020,8,"Okanagan-Skaha",2136,8
67,2020,9,"Okanagan-Skaha",27,1
67,2021,5,"Okanagan-Skaha",4,2
67,2021,6,"Okanagan-Skaha",1154,6
67,2021,7,"Okanagan-Skaha",88150,12
67,2021,8,"Okanagan-Skaha",1370,5
67,2021,9,"Okanagan-Skaha",167,2
67,2022,5,"Okanagan-Skaha",0,0
67,2022,6,"Okanagan-Skaha",0,0
67,2022,7,"Okanagan-Skaha",6434,4
67,2022,8,"Okanagan-Skaha",84,3
67,2022,9,"Okanagan-Skaha",99,3
67,2023,5,"Okanagan-Skaha",3,1
67,2023,6,"Okanagan-Skaha",34,1
67,2023,7,"Okanagan-Skaha",55999,12
67,2023,8,"Okanagan-Skaha",1372,3
67,2023,9,"Okanagan-Skaha",616,2
67,2024,5,"Okanagan-Skaha",0,0
67,2024,6,"Okanagan-Skaha",1,1
67,2024,7,"Okanagan-Skaha",4798,7
67,2024,8,"Okanagan-Skaha",68,7
67,2024,9,"Okanagan-Skaha",1,1
68,2017,5,"Nanaimo-Ladysmith",0,0
68,2017,6,"Nanaimo-Ladysmith",17,2
68,2017,7,"Nanaimo-Ladysmith",0,1
68,2017,8,"Nanaimo-Ladysmith",2,2
68,2017,9,"Nanaimo-Ladysmith",0,0
68,2018,5,"Nanaimo-Ladysmith",0,0
68,2018,6,"Nanaimo-Ladysmith",0,0
68,2018,7,"Nanaimo-Ladysmith",28,3
68,2018,8,"Nanaimo-Ladysmith",240,6
68,2018,9,"Nanaimo-Ladysmith",0,0
68,2019,5,"Nanaimo-Ladysmith",15,1
68,2019,6,"Nanaimo-Ladysmith",23,5
68,2019,7,"Nanaimo-Ladysmith",0,0
68,2019,8,"Nanaimo-Ladysmith",7,2
68,2019,9,"Nanaimo-Ladysmith",0,0
68,2020,5,"Nanaimo-Ladysmith",0,0
68,2020,6,"Nanaimo-Ladysmith",0,0
68,2020,7,"Nanaimo-Ladysmith",17,1
68,2020,8,"Nanaimo-Ladysmith",14,4
68,2020,9,"Nanaimo-Ladysmith",0,0
68,2021,5,"Nanaimo-Ladysmith",2,1
68,2021,6,"Nanaimo-Ladysmith",2,1
68,2021,7,"Nanaimo-Ladysmith",0,0
68,2021,8,"Nanaimo-Ladysmith",91,2
68,2021,9,"Nanaimo-Ladysmith",0,0
68,2022,5,"Nanaimo-Ladysmith",0,0
68,2022,6,"Nanaimo-Ladysmith",0,0
68,2022,7,"Nanaimo-Ladysmith",0,0
68,2022,8,"Nanaimo-Ladysmith",6,1
68,2022,9,"Nanaimo-Ladysmith",0,0
68,2023,5,"Nanaimo-Ladysmith",0,0
68,2023,6,"Nanaimo-Ladysmith",200,1
68,2023,7,"Nanaimo-Ladysmith",17,1
68,2023,8,"Nanaimo-Ladysmith",191,2
68,2023,9,"Nanaimo-Ladysmith",0,0
68,2024,5,"Nanaimo-Ladysmith",0,0
68,2024,6,"Nanaimo-Ladysmith",0,1
68,2024,7,"Nanaimo-Ladysmith",7,1
68,2024,8,"Nanaimo-Ladysmith",2,1
68,2024,9,"Nanaimo-Ladysmith",4,3
69,2017,5,"Qualicum",0,0
69,2017,6,"Qualicum",15,1
69,2017,7,"Qualicum",0,1
69,2017,8,"Qualicum",2,2
69,2017,9,"Qualicum",0,0
69,2018,5,"Qualicum",0,0
69,2018,6,"Qualicum",0,0
69,2018,7,"Qualicum",28,3
69,2018,8,"Qualicum",240,6
69,2018,9,"Qualicum",0,0
69,2019,5,"Qualicum",15,1
69,2019,6,"Qualicum",23,5
69,2019,7,"Qualicum",0,0
69,2019,8,"Qualicum",7,2
69,2019,9,"Qualicum",0,0
69,2020,5,"Qualicum",0,0
69,2020,6,"Qualicum",0,0
69,2020,7,"Qualicum",17,1
69,2020,8,"Qualicum",7,2
69,2020,9,"Qualicum",0,0
69,2021,5,"Qualicum",2,1
69,2021,6,"Qualicum",2,1
69,2021,7,"Qualicum",0,0
69,2021,8,"Qualicum",91,2
69,2021,9,"Qualicum",0,0
69,2022,5,"Qualicum",0,0
69,2022,6,"Qualicum",0,0
69,2022,7,"Qualicum",2,1
69,2022,8,"Qualicum",6,1
69,2022,9,"Qualicum",0,0
69,2023,5,"Qualicum",1,1
69,2023,6,"Qualicum",200,1
69,2023,7,"Qualicum",0,0
69,2023,8,"Qualicum",194,3
69,2023,9,"Qualicum",14,1
69,2024,5,"Qualicum",0,0
69,2024,6,"Qualicum",0,1
69,2024,7,"Qualicum",7,1
69,2024,8,"Qualicum",2,1
69,2024,9,"Qualicum",4,3
70,2017,5,"Pacific Rim",0,0
70,2017,6,"Pacific Rim",18,3
70,2017,7,"Pacific Rim",0,1
70,2017,8,"Pacific Rim",2,2
70,2017,9,"Pacific Rim",0,0
70,2018,5,"Pacific Rim",34,1
70,2018,6,"Pacific Rim",3,1
70,2018,7,"Pacific Rim",15,2
70,2018,8,"Pacific Rim",1960,9
70,2018,9,"Pacific Rim",0,0
70,2019,5,"Pacific Rim",18,2
70,2019,6,"Pacific Rim",2,1
70,2019,7,"Pacific Rim",0,0
70,2019,8,"Pacific Rim",3,1
70,2019,9,"Pacific Rim",0,0
70,2020,5,"Pacific Rim",0,0
70,2020,6,"Pacific Rim",0,0
70,2020,7,"Pacific Rim",17,1
70,2020,8,"Pacific Rim",7,2
70,2020,9,"Pacific Rim",0,0
70,2021,5,"Pacific Rim",0,0
70,2021,6,"Pacific Rim",2,1
70,2021,7,"Pacific Rim",0,0
70,2021,8,"Pacific Rim",61,1
70,2021,9,"Pacific Rim",0,0
70,2022,5,"Pacific Rim",0,0
70,2022,6,"Pacific Rim",0,0
70,2022,7,"Pacific Rim",0,0
70,2022,8,"Pacific Rim",547,5
70,2022,9,"Pacific Rim",442,2
70,2023,5,"Pacific Rim",0,0
70,2023,6,"Pacific Rim",200,1
70,2023,7,"Pacific Rim",138,2
70,2023,8,"Pacific Rim",1800,8
70,2023,9,"Pacific Rim",14,1
70,2024,5,"Pacific Rim",0,0
70,2024,6,"Pacific Rim",0,1
70,2024,7,"Pacific Rim",0,0
70,2024,8,"Pacific Rim",2,1
70,2024,9,"Pacific Rim",3,2
71,2017,5,"Comox Valley",1,1
71,2017,6,"Comox Valley",16,2
71,2017,7,"Comox Valley",0,1
71,2017,8,"Comox Valley",2,2
71,2017,9,"Comox Valley",0,0
71,2018,5,"Comox Valley",42,2
71,2018,6,"Comox Valley",0,0
71,2018,7,"Comox Valley",15,2
71,2018,8,"Comox Valley",684,4
71,2018,9,"Comox Valley",0,0
71,2019,5,"Comox Valley",3,1
71,2019,6,"Comox Valley",33,4
71,2019,7,"Comox Valley",0,0
71,2019,8,"Comox Valley",7,2
71,2019,9,"Comox Valley",0,0
71,2020,5,"Comox Valley",0,0
71,2020,6,"Comox Valley",0,0
71,2020,7,"Comox Valley",17,1
71,2020,8,"Comox Valley",0,0
71,2020,9,"Comox Valley",0,0
71,2021,5,"Comox Valley",2,1
71,2021,6,"Comox Valley",2,1
71,2021,7,"Comox Valley",0,0
71,2021,8,"Comox Valley",0,0
71,2021,9,"Comox Valley",0,0
71,2022,5,"Comox Valley",0,0
71,2022,6,"Comox Valley",0,0
71,2022,7,"Comox Valley",2,1
71,2022,8,"Comox Valley",519,4
71,2022,9,"Comox Valley",442,2
71,2023,5,"Comox Valley",1,1
71,2023,6,"Comox Valley",200,1
71,2023,7,"Comox Valley",122,1
71,2023,8,"Comox Valley",1461,7
71,2023,9,"Comox Valley",14,1
71,2024,5,"Comox Valley",0,0
71,2024,6,"Comox Valley",0,1
71,2024,7,"Comox Valley",0,0
71,2024,8,"Comox Valley",0,0
71,2024,9,"Comox Valley",3,2
72,2017,5,"Campbell River",1,1
72,2017,6,"Campbell River",1,1
72,2017,7,"Campbell River",0,1
72,2017,8,"Campbell River",86,2
72,2017,9,"Campbell River",0,0
72,2018,5,"Campbell River",43,3
72,2018,6,"Campbell River",3,1
72,2018,7,"Campbell River",1,1
72,2018,8,"Campbell River",26319,24
72,2018,9,"Campbell River",0,0
72,2019,5,"Campbell River",24,2
72,2019,6,"Campbell River",19,2
72,2019,7,"Campbell River",0,0
72,2019,8,"Campbell River",0,0
72,2019,9,"Campbell River",1,1
72,2020,5,"Campbell River",0,0
72,2020,6,"Campbell River",0,0
72,2020,7,"Campbell River",3,1
72,2020,8,"Campbell River",403,2
72,2020,9,"Campbell River",18,1
72,2021,5,"Campbell River",0,0
72,2021,6,"Campbell River",7,1
72,2021,7,"Campbell River",0,0
72,2021,8,"Campbell River",12,1
72,2021,9,"Campbell River",0,0
72,2022,5,"Campbell River",92,1
72,2022,6,"Campbell River",230,1
72,2022,7,"Campbell River",90,1
72,2022,8,"Campbell River",547,5
72,2022,9,"Campbell River",657,7
72,2023,5,"Campbell River",237,4
72,2023,6,"Campbell River",172,3
72,2023,7,"Campbell River",2311,8
72,2023,8,"Campbell River",17397,17
72,2023,9,"Campbell River",59,2
72,2024,5,"Campbell River",0,0
72,2024,6,"Campbell River",0,0
72,2024,7,"Campbell River",0,0
72,2024,8,"Campbell River",493,3
72,2024,9,"Campbell River",0,0
73,2017,5,"Kamloops-Thompson",582,5
73,2017,6,"Kamloops-Thompson",2364,4
73,2017,7,"Kamloops-Thompson",196202,34
73,2017,8,"Kamloops-Thompson",919,7
73,2017,9,"Kamloops-Thompson",93,4
73,2018,5,"Kamloops-Thompson",2690,8
73,2018,6,"Kamloops-Thompson",98,8
73,2018,7,"Kamloops-Thompson",8146,54
73,2018,8,"Kamloops-Thompson",18516,43
73,2018,9,"Kamloops-Thompson",0,0
73,2019,5,"Kamloops-Thompson",237,7
73,2019,6,"Kamloops-Thompson",76,5
73,2019,7,"Kamloops-Thompson",0,0
73,2019,8,"Kamloops-Thompson",55,3
73,2019,9,"Kamloops-Thompson",0,0
73,2020,5,"Kamloops-Thompson",6,3
73,2020,6,"Kamloops-Thompson",2,1
73,2020,7,"Kamloops-Thompson",32,2
73,2020,8,"Kamloops-Thompson",109,10
73,2020,9,"Kamloops-Thompson",27,1
73,2021,5,"Kamloops-Thompson",247,3
73,2021,6,"Kamloops-Thompson",212941,31
73,2021,7,"Kamloops-Thompson",243866,78
73,2021,8,"Kamloops-Thompson",711,15
73,2021,9,"Kamloops-Thompson",9,2
73,2022,5,"Kamloops-Thompson",30,5
73,2022,6,"Kamloops-Thompson",4,1
73,2022,7,"Kamloops-Thompson",5860,18
73,2022,8,"Kamloops-Thompson",578,26
73,2022,9,"Kamloops-Thompson",90,3
73,2023,5,"Kamloops-Thompson",4788,11
73,2023,6,"Kamloops-Thompson",268,6
73,2023,7,"Kamloops-Thompson",98463,48
73,2023,8,"Kamloops-Thompson",129,14
73,2023,9,"Kamloops-Thompson",3,1
73,2024,5,"Kamloops-Thompson",68,3
73,2024,6,"Kamloops-Thompson",615,3
73,2024,7,"Kamloops-Thompson",42269,74
73,2024,8,"Kamloops-Thompson",1008,17
73,2024,9,"Kamloops-Thompson",25,1
74,2017,5,"Gold Trail",41,3
74,2017,6,"Gold Trail",198,4
74,2017,7,"Gold Trail",403320,12
74,2017,8,"Gold Trail",195,5
74,2017,9,"Gold Trail",3,2
74,2018,5,"Gold Trail",3999,12
74,2018,6,"Gold Trail",69,9
74,2018,7,"Gold Trail",6959,12
74,2018,8,"Gold Trail",6246,16
74,2018,9,"Gold Trail",2,1
74,2019,5,"Gold Trail",215,6
74,2019,6,"Gold Trail",11,4
74,2019,7,"Gold Trail",0,0
74,2019,8,"Gold Trail",56,4
74,2019,9,"Gold Trail",17,5
74,2020,5,"Gold Trail",4,2
74,2020,6,"Gold Trail",2,1
74,2020,7,"Gold Trail",40,4
74,2020,8,"Gold Trail",530,13
74,2020,9,"Gold Trail",18,1
74,2021,5,"Gold Trail",27,3
74,2021,6,"Gold Trail",222348,26
74,2021,7,"Gold Trail",148074,30
74,2021,8,"Gold Trail",94,2
74,2021,9,"Gold Trail",0,0
74,2022,5,"Gold Trail",27,3
74,2022,6,"Gold Trail",5,2
74,2022,7,"Gold Trail",5545,11
74,2022,8,"Gold Trail",10288,33
74,2022,9,"Gold Trail",54,6
74,2023,5,"Gold Trail",509,3
74,2023,6,"Gold Trail",178,5
74,2023,7,"Gold Trail",41775,29
74,2023,8,"Gold Trail",2805,11
74,2023,9,"Gold Trail",202,3
74,2024,5,"Gold Trail",214,5
74,2024,6,"Gold Trail",153,2
74,2024,7,"Gold Trail",24913,29
74,2024,8,"Gold Trail",1931,17
74,2024,9,"Gold Trail",0,0
75,2017,5,"Mission",0,0
75,2017,6,"Mission",0,0
75,2017,7,"Mission",184,3
75,2017,8,"Mission",3,1
75,2017,9,"Mission",1,1
75,2018,5,"Mission",108,2
75,2018,6,"Mission",21,3
75,2018,7,"Mission",14,2
75,2018,8,"Mission",835,2
75,2018,9,"Mission",0,0
75,2019,5,"Mission",0,0
75,2019,6,"Mission",0,0
75,2019,7,"Mission",0,0
75,2019,8,"Mission",0,0
75,2019,9,"Mission",5,1
75,2020,5,"Mission",0,0
75,2020,6,"Mission",0,0
75,2020,7,"Mission",1,1
75,2020,8,"Mission",399,3
75,2020,9,"Mission",2,1
75,2021,5,"Mission",18,1
75,2021,6,"Mission",38,1
75,2021,7,"Mission",1234,5
75,2021,8,"Mission",93,1
75,2021,9,"Mission",0,0
75,2022,5,"Mission",0,0
75,2022,6,"Mission",0,0
75,2022,7,"Mission",0,0
75,2022,8,"Mission",4424,6
75,2022,9,"Mission",580,2
75,2023,5,"Mission",20,2
75,2023,6,"Mission",843,2
75,2023,7,"Mission",14911,8
75,2023,8,"Mission",1032,3
75,2023,9,"Mission",1,1
75,2024,5,"Mission",10,1
75,2024,6,"Mission",0,0
75,2024,7,"Mission",4,3
75,2024,8,"Mission",650,5
75,2024,9,"Mission",0,0
78,2017,5,"Fraser-Cascade",6,1
78,2017,6,"Fraser-Cascade",3,1
78,2017,7,"Fraser-Cascade",14025,6
78,2017,8,"Fraser-Cascade",10,3
78,2017,9,"Fraser-Cascade",1,2
78,2018,5,"Fraser-Cascade",1473,8
78,2018,6,"Fraser-Cascade",36,9
78,2018,7,"Fraser-Cascade",17001,4
78,2018,8,"Fraser-Cascade",8535,8
78,2018,9,"Fraser-Cascade",0,0
78,2019,5,"Fraser-Cascade",2,1
78,2019,6,"Fraser-Cascade",0,0
78,2019,7,"Fraser-Cascade",0,0
78,2019,8,"Fraser-Cascade",8,1
78,2019,9,"Fraser-Cascade",21,5
78,2020,5,"Fraser-Cascade",0,0
78,2020,6,"Fraser-Cascade",2,1
78,2020,7,"Fraser-Cascade",37,3
78,2020,8,"Fraser-Cascade",555,11
78,2020,9,"Fraser-Cascade",2,1
78,2021,5,"Fraser-Cascade",20,2
78,2021,6,"Fraser-Cascade",81124,4
78,2021,7,"Fraser-Cascade",36202,12
78,2021,8,"Fraser-Cascade",102,3
78,2021,9,"Fraser-Cascade",0,0
78,2022,5,"Fraser-Cascade",24,2
78,2022,6,"Fraser-Cascade",4,1
78,2022,7,"Fraser-Cascade",4387,2
78,2022,8,"Fraser-Cascade",11914,18
78,2022,9,"Fraser-Cascade",1073,7
78,2023,5,"Fraser-Cascade",39,3
78,2023,6,"Fraser-Cascade",843,2
78,2023,7,"Fraser-Cascade",57413,20
78,2023,8,"Fraser-Cascade",3610,11
78,2023,9,"Fraser-Cascade",1,1
78,2024,5,"Fraser-Cascade",68,4
78,2024,6,"Fraser-Cascade",0,0
78,2024,7,"Fraser-Cascade",27072,11
78,2024,8,"Fraser-Cascade",1406,10
78,2024,9,"Fraser-Cascade",0,0
79,2017,5,"Cowichan",0,0
79,2017,6,"Cowichan",17,2
79,2017,7,"Cowichan",1,1
79,2017,8,"Cowichan",2,2
79,2017,9,"Cowichan",0,0
79,2018,5,"Cowichan",0,0
79,2018,6,"Cowichan",2,1
79,2018,7,"Cowichan",111,4
79,2018,8,"Cowichan",240,6
79,2018,9,"Cowichan",0,0
79,2019,5,"Cowichan",19,2
79,2019,6,"Cowichan",2,1
79,2019,7,"Cowichan",0,0
79,2019,8,"Cowichan",3,1
79,2019,9,"Cowichan",0,0
79,2020,5,"Cowichan",0,0
79,2020,6,"Cowichan",0,0
79,2020,7,"Cowichan",19,2
79,2020,8,"Cowichan",17,6
79,2020,9,"Cowichan",0,0
79,2021,5,"Cowichan",0,0
79,2021,6,"Cowichan",2,1
79,2021,7,"Cowichan",0,0
79,2021,8,"Cowichan",91,2
79,2021,9,"Cowichan",0,0
79,2022,5,"Cowichan",0,0
79,2022,6,"Cowichan",0,0
79,2022,7,"Cowichan",0,0
79,2022,8,"Cowichan",6,1
79,2022,9,"Cowichan",0,0
79,2023,5,"Cowichan",0,0
79,2023,6,"Cowichan",200,1
79,2023,7,"Cowichan",17,1
79,2023,8,"Cowichan",14,2
79,2023,9,"Cowichan",0,0
79,2024,5,"Cowichan",0,0
79,2024,6,"Cowichan",0,1
79,2024,7,"Cowichan",165,2
79,2024,8,"Cowichan",2,1
79,2024,9,"Cowichan",3,2
81,2017,5,"Fort Nelson",61,7
81,2017,6,"Fort Nelson",4,2
81,2017,7,"Fort Nelson",0,0
81,2017,8,"Fort Nelson",3183,3
81,2017,9,"Fort Nelson",531,5
81,2018,5,"Fort Nelson",7126,11
81,2018,6,"Fort Nelson",6144,20
81,2018,7,"Fort Nelson",62224,13
81,2018,8,"Fort Nelson",130707,14
81,2018,9,"Fort Nelson",0,0
81,2019,5,"Fort Nelson",7553,10
81,2019,6,"Fort Nelson",53,5
81,2019,7,"Fort Nelson",21,4
81,2019,8,"Fort Nelson",0,0
81,2019,9,"Fort Nelson",0,0
81,2020,5,"Fort Nelson",0,0
81,2020,6,"Fort Nelson",8,2
81,2020,7,"Fort Nelson",0,0
81,2020,8,"Fort Nelson",0,0
81,2020,9,"Fort Nelson",0,0
81,2021,5,"Fort Nelson",0,0
81,2021,6,"Fort Nelson",8863,13
81,2021,7,"Fort Nelson",434,1
81,2021,8,"Fort Nelson",848,5
81,2021,9,"Fort Nelson",6,1
81,2022,5,"Fort Nelson",249,1
81,2022,6,"Fort Nelson",1584,5
81,2022,7,"Fort Nelson",1029,11
81,2022,8,"Fort Nelson",0,0
81,2022,9,"Fort Nelson",0,0
81,2023,5,"Fort Nelson",1102559,6
81,2023,6,"Fort Nelson",589805,20
81,2023,7,"Fort Nelson",200701,14
81,2023,8,"Fort Nelson",65854,7
81,2023,9,"Fort Nelson",4814,6
81,2024,5,"Fort Nelson",37839,7
81,2024,6,"Fort Nelson",1728,3
81,2024,7,"Fort Nelson",19920,18
81,2024,8,"Fort Nelson",0,0
81,2024,9,"Fort Nelson",0,0
82,2017,5,"Coast Mountains",0,0
82,2017,6,"Coast Mountains",0,0
82,2017,7,"Coast Mountains",133,2
82,2017,8,"Coast Mountains",0,0
82,2017,9,"Coast Mountains",0,0
82,2018,5,"Coast Mountains",80,3
82,2018,6,"Coast Mountains",11,3
82,2018,7,"Coast Mountains",128738,7
82,2018,8,"Coast Mountains",118420,12
82,2018,9,"Coast Mountains",0,0
82,2019,5,"Coast Mountains",19,3
82,2019,6,"Coast Mountains",1,1
82,2019,7,"Coast Mountains",438,5
82,2019,8,"Coast Mountains",44,1
82,2019,9,"Coast Mountains",0,0
82,2020,5,"Coast Mountains",40,1
82,2020,6,"Coast Mountains",0,0
82,2020,7,"Coast Mountains",0,0
82,2020,8,"Coast Mountains",6,1
82,2020,9,"Coast Mountains",0,0
82,2021,5,"Coast Mountains",4,1
