"SCHOOL_DISTRICT_NAME","SCHOOL_DISTRICT_NUMBER","year","month","pm25_mean"
"Nanaimo-Ladysmith",68,2022,11,6.23631954193115
"Qualicum",69,2022,11,6.20598840713501
"Pacific Rim",70,2022,11,5.53540468215942
"Comox Valley",71,2022,11,6.04754543304443
"Campbell River",72,2022,11,4.79316568374634
"Kamloops-Thompson",73,2022,11,6.77495002746582
"Gold Trail",74,2022,11,5.80890035629272
"Mission",75,2022,11,6.95586729049683
"Fraser-Cascade",78,2022,11,6.51040840148926
"Cowichan",79,2022,11,6.07754802703857
"Kootenay Lake",8,2022,11,5.87967681884766
"Fort Nelson",81,2022,11,4.94880533218384
"Coast Mountains",82,2022,11,4.60389232635498
"Okanagan-Shuswap",83,2022,11,7.37155485153198
"Vancouver Island West",84,2022,11,4.616042137146
"Vancouver Island North",85,2022,11,4.27156829833984
"Stikine",87,2022,11,3.93467617034912
"Nechako Lakes",91,2022,11,6.27220821380615
"Nisgaa",92,2022,11,4.91757440567017
"Central Coast",49,2022,11,4.18838405609131
"Okanagan-Skaha",67,2022,11,6.63852691650391
"Okanagan-Similkameen",53,2022,11,6.29387474060059
"Arrow Lakes",10,2022,12,6.72646427154541
"Revelstoke",19,2022,12,6.21811437606812
"Kootenay-Columbia",20,2022,12,6.93246650695801
"Vernon",22,2022,12,6.9946346282959
"Central Okanagan",23,2022,12,7.31930637359619
"Cariboo-Chilcotin",27,2022,12,6.63452482223511
"Quesnel",28,2022,12,7.04924869537354
"Chilliwack",33,2022,12,5.83714580535889
"Abbotsford",34,2022,12,5.93629312515259
"Langley",35,2022,12,5.4227089881897
"Surrey",36,2022,12,5.28784465789795
"Delta",37,2022,12,4.8928279876709
"Richmond",38,2022,12,4.35072422027588
"Vancouver",39,2022,12,4.23190355300903
"New Westminster",40,2022,12,4.89361667633057
"Burnaby",41,2022,12,4.70309925079346
"Maple-Ridge Pitt-Meadows",42,2022,12,3.22723579406738
"Coquitlam",43,2022,12,3.45971250534058
"North Vancouver",44,2022,12,3.36091256141663
"West Vancouver",45,2022,12,3.63196969032288
"Sunshine Coast",46,2022,12,4.407310962677
"Powell RIver",47,2022,12,4.38305997848511
"Sea to Sky",48,2022,12,4.20987987518311
"South East Kootenay",5,2022,12,5.31072330474854
"Haida Gwaii",50,2022,12,2.07028365135193
"Boundary",51,2022,12,7.08333444595337
"Prince Rupert",52,2022,12,3.84002876281738
"Bulkley Valley",54,2022,12,6.66008520126343
"Prince George",57,2022,12,6.53724193572998
"Nicola-Similkameen",58,2022,12,6.11547994613647
"Peace River South",59,2022,12,6.2675142288208
"Rocky Mountain",6,2022,12,4.99106359481812
"Peace River North",60,2022,12,5.46858692169189
"Victoria",61,2022,12,3.79240798950195
"Sooke",62,2022,12,3.67299842834473
"Saanich",63,2022,12,4.40978145599365
"Gulf Islands",64,2022,12,4.19462728500366
"Nanaimo-Ladysmith",68,2022,12,4.60260009765625
"Qualicum",69,2022,12,4.24496507644653
"Pacific Rim",70,2022,12,3.97729015350342
"Comox Valley",71,2022,12,4.24094438552856
"Campbell River",72,2022,12,4.64377403259277
"Kamloops-Thompson",73,2022,12,6.81575965881348
"Gold Trail",74,2022,12,5.5196328163147
"Mission",75,2022,12,4.05789279937744
"Fraser-Cascade",78,2022,12,5.11032438278198
"Cowichan",79,2022,12,4.35414934158325
"Kootenay Lake",8,2022,12,5.55341958999634
"Fort Nelson",81,2022,12,4.93852472305298
"Coast Mountains",82,2022,12,5.48994731903076
"Okanagan-Shuswap",83,2022,12,7.47016191482544
"Vancouver Island West",84,2022,12,4.13447999954224
"Vancouver Island North",85,2022,12,4.59598922729492
"Stikine",87,2022,12,4.17744874954224
"Nechako Lakes",91,2022,12,6.48852300643921
"Nisgaa",92,2022,12,6.42929744720459
"Central Coast",49,2022,12,4.72391700744629
"Okanagan-Skaha",67,2022,12,7.15681648254395
"Okanagan-Similkameen",53,2022,12,6.06814050674438
"Arrow Lakes",10,2023,1,7.16116142272949
"Revelstoke",19,2023,1,6.27180337905884
"Kootenay-Columbia",20,2023,1,6.91204595565796
"Vernon",22,2023,1,7.66051816940308
"Central Okanagan",23,2023,1,8.39845943450928
"Cariboo-Chilcotin",27,2023,1,6.33051156997681
"Quesnel",28,2023,1,6.52966785430908
"Chilliwack",33,2023,1,4.63618421554565
"Abbotsford",34,2023,1,4.80146598815918
"Langley",35,2023,1,5.00604724884033
"Surrey",36,2023,1,4.83179712295532
"Delta",37,2023,1,3.75285458564758
"Richmond",38,2023,1,3.48638558387756
"Vancouver",39,2023,1,3.57731223106384
"New Westminster",40,2023,1,4.90872526168823
"Burnaby",41,2023,1,4.70266914367676
"Maple-Ridge Pitt-Meadows",42,2023,1,3.03717303276062
"Coquitlam",43,2023,1,3.21522235870361
"North Vancouver",44,2023,1,3.28377628326416
"West Vancouver",45,2023,1,2.84122586250305
"Sunshine Coast",46,2023,1,3.78558278083801
"Powell RIver",47,2023,1,4.0878438949585
"Sea to Sky",48,2023,1,5.25087738037109
"South East Kootenay",5,2023,1,6.6978964805603
"Haida Gwaii",50,2023,1,2.70064330101013
"Boundary",51,2023,1,6.68731355667114
"Prince Rupert",52,2023,1,2.49543952941895
"Bulkley Valley",54,2023,1,6.41921424865723
"Prince George",57,2023,1,5.99504947662354
"Nicola-Similkameen",58,2023,1,7.21106672286987
"Peace River South",59,2023,1,5.38166999816895
"Rocky Mountain",6,2023,1,5.58110666275024
"Peace River North",60,2023,1,6.15732622146606
"Victoria",61,2023,1,3.61676573753357
"Sooke",62,2023,1,3.84306669235229
"Saanich",63,2023,1,3.67663383483887
"Gulf Islands",64,2023,1,2.97701168060303
"Nanaimo-Ladysmith",68,2023,1,3.49481105804443
"Qualicum",69,2023,1,3.19916486740112
"Pacific Rim",70,2023,1,3.86811923980713
"Comox Valley",71,2023,1,3.48814916610718
"Campbell River",72,2023,1,4.04472017288208
"Kamloops-Thompson",73,2023,1,6.83126211166382
"Gold Trail",74,2023,1,6.82889842987061
"Mission",75,2023,1,3.11066579818726
"Fraser-Cascade",78,2023,1,5.08223485946655
"Cowichan",79,2023,1,3.83045220375061
"Kootenay Lake",8,2023,1,6.58795070648193
"Fort Nelson",81,2023,1,6.0767879486084
"Coast Mountains",82,2023,1,4.88562631607056
"Okanagan-Shuswap",83,2023,1,7.63043689727783
"Vancouver Island West",84,2023,1,3.66468071937561
"Vancouver Island North",85,2023,1,3.63636684417725
"Stikine",87,2023,1,4.97470235824585
"Nechako Lakes",91,2023,1,6.43293857574463
"Nisgaa",92,2023,1,5.31618595123291
"Central Coast",49,2023,1,3.73727345466614
"Okanagan-Skaha",67,2023,1,7.57474040985107
"Okanagan-Similkameen",53,2023,1,6.77791452407837
"Arrow Lakes",10,2023,2,6.53671598434448
"Revelstoke",19,2023,2,5.94547367095947
"Kootenay-Columbia",20,2023,2,7.39712333679199
"Vernon",22,2023,2,7.02953767776489
"Central Okanagan",23,2023,2,7.38497161865234
"Cariboo-Chilcotin",27,2023,2,6.06999778747559
"Quesnel",28,2023,2,6.35333585739136
"Chilliwack",33,2023,2,4.4094123840332
"Abbotsford",34,2023,2,4.42805814743042
"Langley",35,2023,2,4.82987260818481
"Surrey",36,2023,2,4.70072460174561
"Delta",37,2023,2,4.27063894271851
"Richmond",38,2023,2,4.1461968421936
"Vancouver",39,2023,2,4.06287288665771
"New Westminster",40,2023,2,4.6526050567627
"Burnaby",41,2023,2,4.58125352859497
"Maple-Ridge Pitt-Meadows",42,2023,2,2.47469115257263
"Coquitlam",43,2023,2,2.96823120117188
"North Vancouver",44,2023,2,3.17168116569519
"West Vancouver",45,2023,2,3.40680694580078
"Sunshine Coast",46,2023,2,3.912593126297
"Powell RIver",47,2023,2,4.22272634506226
"Sea to Sky",48,2023,2,4.7104697227478
"South East Kootenay",5,2023,2,5.26612043380737
"Haida Gwaii",50,2023,2,4.21330404281616
"Boundary",51,2023,2,7.06792879104614
"Prince Rupert",52,2023,2,3.40338635444641
"Bulkley Valley",54,2023,2,6.50458240509033
"Prince George",57,2023,2,6.21777629852295
"Nicola-Similkameen",58,2023,2,6.11153221130371
"Peace River South",59,2023,2,6.30353116989136
"Rocky Mountain",6,2023,2,4.79483270645142
"Peace River North",60,2023,2,7.08085632324219
"Victoria",61,2023,2,4.8732442855835
"Sooke",62,2023,2,4.217698097229
"Saanich",63,2023,2,4.99478912353516
"Gulf Islands",64,2023,2,4.71328401565552
"Nanaimo-Ladysmith",68,2023,2,5.15916013717651
"Qualicum",69,2023,2,4.66880178451538
"Pacific Rim",70,2023,2,4.25129270553589
"Comox Valley",71,2023,2,4.80714702606201
"Campbell River",72,2023,2,4.26676607131958
"Kamloops-Thompson",73,2023,2,6.74433898925781
"Gold Trail",74,2023,2,5.97632837295532
"Mission",75,2023,2,2.6196072101593
"Fraser-Cascade",78,2023,2,4.8377423286438
"Cowichan",79,2023,2,4.78293418884277
"Kootenay Lake",8,2023,2,6.0792989730835
"Fort Nelson",81,2023,2,5.60354328155518
"Coast Mountains",82,2023,2,5.46361017227173
"Okanagan-Shuswap",83,2023,2,7.39913845062256
"Vancouver Island West",84,2023,2,4.16266632080078
"Vancouver Island North",85,2023,2,4.03148651123047
"Stikine",87,2023,2,5.08048963546753
"Nechako Lakes",91,2023,2,6.75438356399536
"Nisgaa",92,2023,2,5.45618057250977
"Central Coast",49,2023,2,4.09805822372437
"Okanagan-Skaha",67,2023,2,7.19307613372803
"Okanagan-Similkameen",53,2023,2,6.14267635345459
"Arrow Lakes",10,2023,3,6.42876386642456
"Revelstoke",19,2023,3,5.80447387695312
"Kootenay-Columbia",20,2023,3,6.55180835723877
"Vernon",22,2023,3,7.14550542831421
"Central Okanagan",23,2023,3,7.65648508071899
"Cariboo-Chilcotin",27,2023,3,6.34108877182007
"Quesnel",28,2023,3,7.07729768753052
"Chilliwack",33,2023,3,5.72963428497314
"Abbotsford",34,2023,3,5.70585775375366
"Langley",35,2023,3,5.81594276428223
"Surrey",36,2023,3,5.53478288650513
"Delta",37,2023,3,4.88784837722778
"Richmond",38,2023,3,4.70930099487305
"Vancouver",39,2023,3,4.68899822235107
"New Westminster",40,2023,3,5.64004278182983
"Burnaby",41,2023,3,5.47946310043335
"Maple-Ridge Pitt-Meadows",42,2023,3,4.54270124435425
"Coquitlam",43,2023,3,4.4896183013916
"North Vancouver",44,2023,3,4.51910209655762
"West Vancouver",45,2023,3,4.41131734848022
"Sunshine Coast",46,2023,3,4.99600601196289
"Powell RIver",47,2023,3,4.46605491638184
"Sea to Sky",48,2023,3,5.34348249435425
"South East Kootenay",5,2023,3,5.51736545562744
"Haida Gwaii",50,2023,3,3.30371141433716
"Boundary",51,2023,3,6.62485551834106
"Prince Rupert",52,2023,3,3.94439959526062
"Bulkley Valley",54,2023,3,7.23498296737671
"Prince George",57,2023,3,6.97785091400146
"Nicola-Similkameen",58,2023,3,6.48235893249512
"Peace River South",59,2023,3,7.27978420257568
"Rocky Mountain",6,2023,3,4.93711709976196
"Peace River North",60,2023,3,6.47187232971191
"Victoria",61,2023,3,4.71341848373413
"Sooke",62,2023,3,4.31288242340088
"Saanich",63,2023,3,4.84993648529053
"Gulf Islands",64,2023,3,4.4678168296814
"Nanaimo-Ladysmith",68,2023,3,5.1528205871582
"Qualicum",69,2023,3,4.93974256515503
"Pacific Rim",70,2023,3,4.498939037323
"Comox Valley",71,2023,3,4.65615463256836
"Campbell River",72,2023,3,4.31086158752441
"Kamloops-Thompson",73,2023,3,6.43807458877563
"Gold Trail",74,2023,3,5.82076692581177
"Mission",75,2023,3,4.60024738311768
"Fraser-Cascade",78,2023,3,5.60451459884644
"Cowichan",79,2023,3,4.81561708450317
"Kootenay Lake",8,2023,3,5.62313795089722
"Fort Nelson",81,2023,3,5.49520206451416
"Coast Mountains",82,2023,3,5.98840808868408
"Okanagan-Shuswap",83,2023,3,7.08930826187134
"Vancouver Island West",84,2023,3,4.40480995178223
"Vancouver Island North",85,2023,3,4.18946647644043
"Stikine",87,2023,3,5.40537977218628
"Nechako Lakes",91,2023,3,7.13029146194458
"Nisgaa",92,2023,3,6.56339645385742
"Central Coast",49,2023,3,4.26735591888428
"Okanagan-Skaha",67,2023,3,7.16628837585449
"Okanagan-Similkameen",53,2023,3,5.76161479949951
"Arrow Lakes",10,2023,4,4.80229234695435
"Revelstoke",19,2023,4,4.59548282623291
"Kootenay-Columbia",20,2023,4,5.05491876602173
"Vernon",22,2023,4,5.05774354934692
"Central Okanagan",23,2023,4,5.43185186386108
"Cariboo-Chilcotin",27,2023,4,4.89082813262939
"Quesnel",28,2023,4,4.79616594314575
"Chilliwack",33,2023,4,3.54148268699646
"Abbotsford",34,2023,4,3.45036053657532
"Langley",35,2023,4,4.25019550323486
"Surrey",36,2023,4,4.64692163467407
"Delta",37,2023,4,4.98266506195068
"Richmond",38,2023,4,4.8630051612854
"Vancouver",39,2023,4,5.03613424301147
"New Westminster",40,2023,4,5.14435958862305
"Burnaby",41,2023,4,4.91231298446655
"Maple-Ridge Pitt-Meadows",42,2023,4,4.88704061508179
"Coquitlam",43,2023,4,5.26440048217773
"North Vancouver",44,2023,4,5.35397386550903
"West Vancouver",45,2023,4,5.40512943267822
"Sunshine Coast",46,2023,4,4.21638202667236
"Powell RIver",47,2023,4,3.98641324043274
"Sea to Sky",48,2023,4,4.8171968460083
"South East Kootenay",5,2023,4,4.94414186477661
"Haida Gwaii",50,2023,4,3.74863433837891
"Boundary",51,2023,4,4.74160814285278
"Prince Rupert",52,2023,4,3.32157802581787
"Bulkley Valley",54,2023,4,4.58901691436768
"Prince George",57,2023,4,4.7184419631958
"Nicola-Similkameen",58,2023,4,5.02496194839478
"Peace River South",59,2023,4,5.18525409698486
"Rocky Mountain",6,2023,4,4.01649761199951
"Peace River North",60,2023,4,4.64857912063599
"Victoria",61,2023,4,3.63005065917969
"Sooke",62,2023,4,2.66830110549927
"Saanich",63,2023,4,3.61535573005676
"Gulf Islands",64,2023,4,4.31525182723999
"Nanaimo-Ladysmith",68,2023,4,3.41567349433899
"Qualicum",69,2023,4,3.56005573272705
"Pacific Rim",70,2023,4,3.31120347976685
"Comox Valley",71,2023,4,3.17533779144287
"Campbell River",72,2023,4,3.69017314910889
"Kamloops-Thompson",73,2023,4,4.98148918151855
"Gold Trail",74,2023,4,5.02793836593628
"Mission",75,2023,4,4.31473112106323
"Fraser-Cascade",78,2023,4,3.87100696563721
"Cowichan",79,2023,4,2.91279673576355
"Kootenay Lake",8,2023,4,4.32319116592407
"Fort Nelson",81,2023,4,4.7361626625061
"Coast Mountains",82,2023,4,4.24406003952026
"Okanagan-Shuswap",83,2023,4,5.349449634552
"Vancouver Island West",84,2023,4,3.66029167175293
"Vancouver Island North",85,2023,4,3.76821255683899
"Stikine",87,2023,4,3.30602765083313
"Nechako Lakes",91,2023,4,4.17487955093384
"Nisgaa",92,2023,4,4.77843570709229
"Central Coast",49,2023,4,3.72238516807556
"Okanagan-Skaha",67,2023,4,4.97140216827393
"Okanagan-Similkameen",53,2023,4,4.49418020248413
"Arrow Lakes",10,2023,5,12.1193723678589
"Revelstoke",19,2023,5,15.3983821868896
"Kootenay-Columbia",20,2023,5,9.82078170776367
"Vernon",22,2023,5,9.58066082000732
"Central Okanagan",23,2023,5,8.84670066833496
"Cariboo-Chilcotin",27,2023,5,8.30745792388916
"Quesnel",28,2023,5,9.89287185668945
"Chilliwack",33,2023,5,6.141685962677
"Abbotsford",34,2023,5,6.68228769302368
"Langley",35,2023,5,6.18254041671753
"Surrey",36,2023,5,5.75067567825317
"Delta",37,2023,5,4.81983995437622
"Richmond",38,2023,5,5.20706510543823
"Vancouver",39,2023,5,5.60366582870483
"New Westminster",40,2023,5,6.45577669143677
"Burnaby",41,2023,5,6.36761426925659
"Maple-Ridge Pitt-Meadows",42,2023,5,6.40947723388672
"Coquitlam",43,2023,5,6.1544942855835
"North Vancouver",44,2023,5,5.96011734008789
"West Vancouver",45,2023,5,5.29318523406982
"Sunshine Coast",46,2023,5,5.07796764373779
"Powell RIver",47,2023,5,5.29252672195435
"Sea to Sky",48,2023,5,6.70416879653931
"South East Kootenay",5,2023,5,15.0797138214111
"Haida Gwaii",50,2023,5,3.63773202896118
"Boundary",51,2023,5,8.74090480804443
"Prince Rupert",52,2023,5,3.1914210319519
"Bulkley Valley",54,2023,5,6.34239959716797
"Prince George",57,2023,5,22.4571685791016
"Nicola-Similkameen",58,2023,5,7.12980079650879
"Peace River South",59,2023,5,41.1403427124023
"Rocky Mountain",6,2023,5,19.2028312683105
"Peace River North",60,2023,5,87.402946472168
"Victoria",61,2023,5,4.71486139297485
"Sooke",62,2023,5,4.01820468902588
"Saanich",63,2023,5,4.68791961669922
"Gulf Islands",64,2023,5,4.58035945892334
"Nanaimo-Ladysmith",68,2023,5,4.01620721817017
"Qualicum",69,2023,5,4.01958465576172
"Pacific Rim",70,2023,5,3.76278066635132
"Comox Valley",71,2023,5,3.65049529075623
"Campbell River",72,2023,5,5.10926198959351
"Kamloops-Thompson",73,2023,5,13.1707029342651
"Gold Trail",74,2023,5,7.68788433074951
"Mission",75,2023,5,6.25455665588379
"Fraser-Cascade",78,2023,5,6.89891767501831
"Cowichan",79,2023,5,3.66206192970276
"Kootenay Lake",8,2023,5,12.5126523971558
"Fort Nelson",81,2023,5,61.5643463134766
"Coast Mountains",82,2023,5,6.23416662216187
"Okanagan-Shuswap",83,2023,5,10.3851070404053
"Vancouver Island West",84,2023,5,3.54569339752197
"Vancouver Island North",85,2023,5,3.92298221588135
"Stikine",87,2023,5,11.3936071395874
"Nechako Lakes",91,2023,5,10.7662467956543
"Nisgaa",92,2023,5,4.81383085250854
"Central Coast",49,2023,5,3.91872429847717
"Okanagan-Skaha",67,2023,5,8.49942207336426
"Okanagan-Similkameen",53,2023,5,7.67618560791016
"Arrow Lakes",10,2023,6,10.0922431945801
"Revelstoke",19,2023,6,11.2161636352539
"Kootenay-Columbia",20,2023,6,7.91845655441284
"Vernon",22,2023,6,8.46907520294189
"Central Okanagan",23,2023,6,6.80278539657593
"Cariboo-Chilcotin",27,2023,6,10.5073146820068
"Quesnel",28,2023,6,11.4839372634888
"Chilliwack",33,2023,6,5.44511747360229
"Abbotsford",34,2023,6,5.3395528793335
"Langley",35,2023,6,5.16468095779419
"Surrey",36,2023,6,4.75254249572754
"Delta",37,2023,6,4.12473726272583
"Richmond",38,2023,6,4.20626783370972
"Vancouver",39,2023,6,4.42300701141357
"New Westminster",40,2023,6,5.06309175491333
"Burnaby",41,2023,6,5.00522184371948
"Maple-Ridge Pitt-Meadows",42,2023,6,5.45097017288208
"Coquitlam",43,2023,6,5.26494026184082
"North Vancouver",44,2023,6,5.08851957321167
"West Vancouver",45,2023,6,4.5752420425415
"Sunshine Coast",46,2023,6,4.94078254699707
"Powell RIver",47,2023,6,5.89632272720337
"Sea to Sky",48,2023,6,6.50268077850342
"South East Kootenay",5,2023,6,10.4985885620117
"Haida Gwaii",50,2023,6,3.44684076309204
"Boundary",51,2023,6,6.55218601226807
"Prince Rupert",52,2023,6,3.33604145050049
"Bulkley Valley",54,2023,6,6.26143312454224
"Prince George",57,2023,6,16.596212387085
"Nicola-Similkameen",58,2023,6,6.02442455291748
"Peace River South",59,2023,6,40.793342590332
"Rocky Mountain",6,2023,6,11.08518409729
"Peace River North",60,2023,6,106.453147888184
"Victoria",61,2023,6,4.2644248008728
"Sooke",62,2023,6,4.14574003219604
"Saanich",63,2023,6,4.50451374053955
"Gulf Islands",64,2023,6,4.37625408172607
"Nanaimo-Ladysmith",68,2023,6,3.77151989936829
"Qualicum",69,2023,6,3.96679282188416
"Pacific Rim",70,2023,6,4.25089883804321
"Comox Valley",71,2023,6,4.77385473251343
"Campbell River",72,2023,6,6.86771726608276
"Kamloops-Thompson",73,2023,6,10.2349758148193
"Gold Trail",74,2023,6,8.20135307312012
"Mission",75,2023,6,5.43324756622314
"Fraser-Cascade",78,2023,6,6.09291553497314
"Cowichan",79,2023,6,3.62349820137024
"Kootenay Lake",8,2023,6,10.1443090438843
"Fort Nelson",81,2023,6,79.4482192993164
"Coast Mountains",82,2023,6,3.80005216598511
"Okanagan-Shuswap",83,2023,6,9.95942783355713
"Vancouver Island West",84,2023,6,4.98501062393188
"Vancouver Island North",85,2023,6,6.07636594772339
"Stikine",87,2023,6,2.85551786422729
"Nechako Lakes",91,2023,6,10.2123498916626
"Nisgaa",92,2023,6,3.17463564872742
"Central Coast",49,2023,6,6.50240993499756
"Okanagan-Skaha",67,2023,6,6.31353044509888
"Okanagan-Similkameen",53,2023,6,5.9757661819458
"Arrow Lakes",10,2023,7,10.6709079742432
"Revelstoke",19,2023,7,18.1058197021484
"Kootenay-Columbia",20,2023,7,8.53461360931396
"Vernon",22,2023,7,9.58755970001221
"Central Okanagan",23,2023,7,7.97350549697876
"Cariboo-Chilcotin",27,2023,7,28.8613948822021
"Quesnel",28,2023,7,40.9803581237793
"Chilliwack",33,2023,7,5.12218189239502
"Abbotsford",34,2023,7,5.33126783370972
"Langley",35,2023,7,5.34501838684082
"Surrey",36,2023,7,5.53268480300903
"Delta",37,2023,7,5.74190473556519
"Richmond",38,2023,7,5.16342210769653
"Vancouver",39,2023,7,5.06804180145264
"New Westminster",40,2023,7,5.68420362472534
"Burnaby",41,2023,7,6.03786039352417
"Maple-Ridge Pitt-Meadows",42,2023,7,5.73036766052246
"Coquitlam",43,2023,7,4.8877911567688
"North Vancouver",44,2023,7,4.50276231765747
"West Vancouver",45,2023,7,5.06190586090088
"Sunshine Coast",46,2023,7,5.71534061431885
"Powell RIver",47,2023,7,7.11212539672852
"Sea to Sky",48,2023,7,10.1707954406738
"South East Kootenay",5,2023,7,9.37348651885986
"Haida Gwaii",50,2023,7,2.75297021865845
"Boundary",51,2023,7,7.60315132141113
"Prince Rupert",52,2023,7,4.28870534896851
"Bulkley Valley",54,2023,7,11.6594066619873
"Prince George",57,2023,7,41.7834281921387
"Nicola-Similkameen",58,2023,7,6.46169900894165
"Peace River South",59,2023,7,41.4585762023926
"Rocky Mountain",6,2023,7,12.4681921005249
"Peace River North",60,2023,7,73.4728775024414
"Victoria",61,2023,7,4.36211729049683
"Sooke",62,2023,7,3.82644295692444
"Saanich",63,2023,7,4.56895351409912
"Gulf Islands",64,2023,7,4.61410665512085
"Nanaimo-Ladysmith",68,2023,7,3.83683943748474
"Qualicum",69,2023,7,3.77100491523743
"Pacific Rim",70,2023,7,4.09814977645874
"Comox Valley",71,2023,7,4.12688112258911
"Campbell River",72,2023,7,7.592209815979
"Kamloops-Thompson",73,2023,7,29.7167625427246
"Gold Trail",74,2023,7,13.0597524642944
"Mission",75,2023,7,5.21114444732666
"Fraser-Cascade",78,2023,7,5.94934844970703
"Cowichan",79,2023,7,3.7731945514679
"Kootenay Lake",8,2023,7,10.4731025695801
"Fort Nelson",81,2023,7,144.000061035156
"Coast Mountains",82,2023,7,8.87016487121582
"Okanagan-Shuswap",83,2023,7,16.6311283111572
"Vancouver Island West",84,2023,7,3.51680779457092
"Vancouver Island North",85,2023,7,5.75921297073364
"Stikine",87,2023,7,31.5623989105225
"Nechako Lakes",91,2023,7,38.7071380615234
"Nisgaa",92,2023,7,9.36369800567627
"Central Coast",49,2023,7,12.0905132293701
"Okanagan-Skaha",67,2023,7,6.95674896240234
"Okanagan-Similkameen",53,2023,7,7.52498197555542
"Arrow Lakes",10,2023,8,42.9785614013672
"Revelstoke",19,2023,8,39.165771484375
"Kootenay-Columbia",20,2023,8,35.1214141845703
"Vernon",22,2023,8,29.8101997375488
"Central Okanagan",23,2023,8,38.0450401306152
"Cariboo-Chilcotin",27,2023,8,23.714038848877
"Quesnel",28,2023,8,30.3382377624512
"Chilliwack",33,2023,8,15.2592487335205
"Abbotsford",34,2023,8,11.3862047195435
"Langley",35,2023,8,9.85610294342041
"Surrey",36,2023,8,9.6301155090332
"Delta",37,2023,8,11.1041355133057
"Richmond",38,2023,8,9.63807201385498
"Vancouver",39,2023,8,8.24258995056152
"New Westminster",40,2023,8,12.2644500732422
"Burnaby",41,2023,8,10.5074615478516
"Maple-Ridge Pitt-Meadows",42,2023,8,12.916522026062
"Coquitlam",43,2023,8,9.75388622283936
"North Vancouver",44,2023,8,10.0954332351685
"West Vancouver",45,2023,8,9.2025203704834
"Sunshine Coast",46,2023,8,8.83599090576172
"Powell RIver",47,2023,8,8.97219944000244
"Sea to Sky",48,2023,8,17.892505645752
"South East Kootenay",5,2023,8,32.6948471069336
"Haida Gwaii",50,2023,8,4.18872976303101
"Boundary",51,2023,8,31.6167621612549
"Prince Rupert",52,2023,8,5.18129539489746
"Bulkley Valley",54,2023,8,13.4565801620483
"Prince George",57,2023,8,29.5506401062012
"Nicola-Similkameen",58,2023,8,19.0953826904297
"Peace River South",59,2023,8,36.6772308349609
"Rocky Mountain",6,2023,8,44.0838432312012
"Peace River North",60,2023,8,40.9908065795898
"Victoria",61,2023,8,7.83104753494263
"Sooke",62,2023,8,7.66746139526367
"Saanich",63,2023,8,7.70346927642822
"Gulf Islands",64,2023,8,8.16092967987061
"Nanaimo-Ladysmith",68,2023,8,7.80237293243408
"Qualicum",69,2023,8,6.69804525375366
"Pacific Rim",70,2023,8,7.31032943725586
"Comox Valley",71,2023,8,7.31603050231934
"Campbell River",72,2023,8,9.55088043212891
"Kamloops-Thompson",73,2023,8,31.5579433441162
"Gold Trail",74,2023,8,23.0503845214844
"Mission",75,2023,8,12.6065473556519
"Fraser-Cascade",78,2023,8,17.0740661621094
"Cowichan",79,2023,8,7.31637716293335
"Kootenay Lake",8,2023,8,44.4340019226074
"Fort Nelson",81,2023,8,66.754638671875
"Coast Mountains",82,2023,8,8.65460014343262
"Okanagan-Shuswap",83,2023,8,40.0669212341309
"Vancouver Island West",84,2023,8,6.8026442527771
"Vancouver Island North",85,2023,8,6.72944211959839
"Stikine",87,2023,8,11.21262550354
"Nechako Lakes",91,2023,8,25.7234191894531
"Nisgaa",92,2023,8,5.88648843765259
"Central Coast",49,2023,8,11.4486875534058
"Okanagan-Skaha",67,2023,8,33.1557655334473
"Okanagan-Similkameen",53,2023,8,97.6903305053711
"Arrow Lakes",10,2023,9,7.12511348724365
"Revelstoke",19,2023,9,7.96853113174438
"Kootenay-Columbia",20,2023,9,6.68911409378052
"Vernon",22,2023,9,7.14057445526123
"Central Okanagan",23,2023,9,7.45413494110107
"Cariboo-Chilcotin",27,2023,9,11.0848054885864
"Quesnel",28,2023,9,17.5576286315918
"Chilliwack",33,2023,9,6.86178874969482
"Abbotsford",34,2023,9,7.09524345397949
"Langley",35,2023,9,7.55394792556763
"Surrey",36,2023,9,5.85418128967285
"Delta",37,2023,9,5.33083820343018
"Richmond",38,2023,9,5.05389547348022
"Vancouver",39,2023,9,5.43383455276489
"New Westminster",40,2023,9,7.43785285949707
"Burnaby",41,2023,9,7.60102605819702
"Maple-Ridge Pitt-Meadows",42,2023,9,6.99169254302979
"Coquitlam",43,2023,9,5.66899871826172
"North Vancouver",44,2023,9,5.25911855697632
"West Vancouver",45,2023,9,4.8006477355957
"Sunshine Coast",46,2023,9,5.20685386657715
"Powell RIver",47,2023,9,5.5760350227356
"Sea to Sky",48,2023,9,8.18572235107422
"South East Kootenay",5,2023,9,6.0150089263916
"Haida Gwaii",50,2023,9,3.33703899383545
"Boundary",51,2023,9,6.71475982666016
"Prince Rupert",52,2023,9,3.40396404266357
"Bulkley Valley",54,2023,9,5.40983724594116
"Prince George",57,2023,9,28.5508518218994
"Nicola-Similkameen",58,2023,9,7.31603574752808
"Peace River South",59,2023,9,41.6350059509277
"Rocky Mountain",6,2023,9,7.15171957015991
"Peace River North",60,2023,9,85.7298355102539
"Victoria",61,2023,9,5.15750598907471
"Sooke",62,2023,9,5.26860332489014
"Saanich",63,2023,9,5.39139175415039
