"SCHOOL_DISTRICT_NAME","SCHOOL_DISTRICT_NUMBER","year","month","pm25_mean"
"Gulf Islands",64,2023,9,5.05335855484009
"Nanaimo-Ladysmith",68,2023,9,4.23069000244141
"Qualicum",69,2023,9,4.2483549118042
"Pacific Rim",70,2023,9,3.9797956943512
"Comox Valley",71,2023,9,3.90646386146545
"Campbell River",72,2023,9,7.57150268554688
"Kamloops-Thompson",73,2023,9,11.5236206054688
"Gold Trail",74,2023,9,11.1542234420776
"Mission",75,2023,9,6.62544345855713
"Fraser-Cascade",78,2023,9,8.30591297149658
"Cowichan",79,2023,9,4.20965766906738
"Kootenay Lake",8,2023,9,6.63378143310547
"Fort Nelson",81,2023,9,225.910491943359
"Coast Mountains",82,2023,9,4.2860631942749
"Okanagan-Shuswap",83,2023,9,8.12456607818604
"Vancouver Island West",84,2023,9,3.83558940887451
"Vancouver Island North",85,2023,9,6.72869205474854
"Stikine",87,2023,9,16.125129699707
"Nechako Lakes",91,2023,9,25.5525398254395
"Nisgaa",92,2023,9,3.53106808662415
"Central Coast",49,2023,9,4.49221277236938
"Okanagan-Skaha",67,2023,9,6.75354862213135
"Okanagan-Similkameen",53,2023,9,6.65605068206787
"Arrow Lakes",10,2023,10,6.33690357208252
"Revelstoke",19,2023,10,5.57793474197388
"Kootenay-Columbia",20,2023,10,7.05335283279419
"Vernon",22,2023,10,7.1244797706604
"Central Okanagan",23,2023,10,7.69465923309326
"Cariboo-Chilcotin",27,2023,10,7.27190923690796
"Quesnel",28,2023,10,7.66115140914917
"Chilliwack",33,2023,10,7.54290246963501
"Abbotsford",34,2023,10,6.19042682647705
"Langley",35,2023,10,4.98257112503052
"Surrey",36,2023,10,5.62902736663818
"Delta",37,2023,10,3.53663563728333
"Richmond",38,2023,10,3.41389989852905
"Vancouver",39,2023,10,3.99345350265503
"New Westminster",40,2023,10,7.89398002624512
"Burnaby",41,2023,10,7.30824327468872
"Maple-Ridge Pitt-Meadows",42,2023,10,5.35684585571289
"Coquitlam",43,2023,10,5.41694307327271
"North Vancouver",44,2023,10,5.15946388244629
"West Vancouver",45,2023,10,4.43531513214111
"Sunshine Coast",46,2023,10,4.82889032363892
"Powell RIver",47,2023,10,4.28786468505859
"Sea to Sky",48,2023,10,5.73462533950806
"South East Kootenay",5,2023,10,6.90239429473877
"Haida Gwaii",50,2023,10,2.61761093139648
"Boundary",51,2023,10,6.92316293716431
"Prince Rupert",52,2023,10,2.86003994941711
"Bulkley Valley",54,2023,10,5.33908367156982
"Prince George",57,2023,10,7.71382331848145
"Nicola-Similkameen",58,2023,10,6.49326610565186
"Peace River South",59,2023,10,11.4873685836792
"Rocky Mountain",6,2023,10,5.66927576065063
"Peace River North",60,2023,10,7.79554176330566
"Victoria",61,2023,10,2.97732853889465
"Sooke",62,2023,10,3.94120526313782
"Saanich",63,2023,10,3.06050205230713
"Gulf Islands",64,2023,10,2.13193464279175
"Nanaimo-Ladysmith",68,2023,10,3.69996690750122
"Qualicum",69,2023,10,3.42618107795715
"Pacific Rim",70,2023,10,4.13794803619385
"Comox Valley",71,2023,10,4.10484647750854
"Campbell River",72,2023,10,4.38822031021118
"Kamloops-Thompson",73,2023,10,6.96568870544434
"Gold Trail",74,2023,10,6.8502345085144
"Mission",75,2023,10,5.63591718673706
"Fraser-Cascade",78,2023,10,6.23617935180664
"Cowichan",79,2023,10,4.65206718444824
"Kootenay Lake",8,2023,10,6.2621750831604
"Fort Nelson",81,2023,10,22.7270336151123
"Coast Mountains",82,2023,10,4.50729036331177
"Okanagan-Shuswap",83,2023,10,7.23255729675293
"Vancouver Island West",84,2023,10,4.07194137573242
"Vancouver Island North",85,2023,10,3.92392420768738
"Stikine",87,2023,10,4.61322164535522
"Nechako Lakes",91,2023,10,5.69057369232178
"Nisgaa",92,2023,10,4.42515659332275
"Central Coast",49,2023,10,3.41258788108826
"Okanagan-Skaha",67,2023,10,7.04457759857178
"Okanagan-Similkameen",53,2023,10,6.35000944137573
"Arrow Lakes",10,2023,11,5.93594026565552
"Revelstoke",19,2023,11,6.15722274780273
"Kootenay-Columbia",20,2023,11,6.39951419830322
"Vernon",22,2023,11,5.59377717971802
"Central Okanagan",23,2023,11,6.37104654312134
"Cariboo-Chilcotin",27,2023,11,6.14790153503418
"Quesnel",28,2023,11,6.78353357315063
"Chilliwack",33,2023,11,5.13289976119995
"Abbotsford",34,2023,11,6.28272819519043
"Langley",35,2023,11,6.4807071685791
"Surrey",36,2023,11,7.0232138633728
"Delta",37,2023,11,5.73182344436646
"Richmond",38,2023,11,5.36437749862671
"Vancouver",39,2023,11,5.43091535568237
"New Westminster",40,2023,11,7.52579689025879
"Burnaby",41,2023,11,7.2998948097229
"Maple-Ridge Pitt-Meadows",42,2023,11,4.29588794708252
"Coquitlam",43,2023,11,4.8954873085022
"North Vancouver",44,2023,11,4.65412902832031
"West Vancouver",45,2023,11,5.26141929626465
"Sunshine Coast",46,2023,11,5.41592407226562
"Powell RIver",47,2023,11,4.48540210723877
"Sea to Sky",48,2023,11,4.75475549697876
"South East Kootenay",5,2023,11,4.78801345825195
"Haida Gwaii",50,2023,11,1.87928283214569
"Boundary",51,2023,11,5.54182815551758
"Prince Rupert",52,2023,11,2.40533256530762
"Bulkley Valley",54,2023,11,5.46619939804077
"Prince George",57,2023,11,6.47712278366089
"Nicola-Similkameen",58,2023,11,4.12242317199707
"Peace River South",59,2023,11,5.91550922393799
"Rocky Mountain",6,2023,11,5.16883850097656
"Peace River North",60,2023,11,5.49149322509766
"Victoria",61,2023,11,3.72842907905579
"Sooke",62,2023,11,4.3997745513916
"Saanich",63,2023,11,4.5656852722168
"Gulf Islands",64,2023,11,4.4773736000061
"Nanaimo-Ladysmith",68,2023,11,4.75018882751465
"Qualicum",69,2023,11,4.52401971817017
"Pacific Rim",70,2023,11,4.80105304718018
"Comox Valley",71,2023,11,4.68464469909668
"Campbell River",72,2023,11,4.18563365936279
"Kamloops-Thompson",73,2023,11,6.1990761756897
"Gold Trail",74,2023,11,5.52565097808838
"Mission",75,2023,11,4.41800117492676
"Fraser-Cascade",78,2023,11,4.36527252197266
"Cowichan",79,2023,11,4.81617116928101
"Kootenay Lake",8,2023,11,4.97657203674316
"Fort Nelson",81,2023,11,4.52268648147583
"Coast Mountains",82,2023,11,4.52111387252808
"Okanagan-Shuswap",83,2023,11,6.65032815933228
"Vancouver Island West",84,2023,11,4.27329444885254
"Vancouver Island North",85,2023,11,3.82608652114868
"Stikine",87,2023,11,4.26615619659424
"Nechako Lakes",91,2023,11,5.66356563568115
"Nisgaa",92,2023,11,4.70104885101318
"Central Coast",49,2023,11,3.45537781715393
"Okanagan-Skaha",67,2023,11,6.0632209777832
"Okanagan-Similkameen",53,2023,11,6.02341413497925
"Arrow Lakes",10,2023,12,7.30494356155396
"Revelstoke",19,2023,12,6.62798166275024
"Kootenay-Columbia",20,2023,12,6.10741138458252
"Vernon",22,2023,12,7.49178504943848
"Central Okanagan",23,2023,12,8.36844539642334
"Cariboo-Chilcotin",27,2023,12,6.80166721343994
"Quesnel",28,2023,12,7.56397819519043
"Chilliwack",33,2023,12,4.17053461074829
"Abbotsford",34,2023,12,4.46708202362061
"Langley",35,2023,12,4.61808156967163
"Surrey",36,2023,12,4.54899263381958
"Delta",37,2023,12,3.71726226806641
"Richmond",38,2023,12,3.8044707775116
"Vancouver",39,2023,12,3.8495557308197
"New Westminster",40,2023,12,5.03162670135498
"Burnaby",41,2023,12,4.86386823654175
"Maple-Ridge Pitt-Meadows",42,2023,12,2.70447063446045
"Coquitlam",43,2023,12,3.28553295135498
"North Vancouver",44,2023,12,3.36046004295349
"West Vancouver",45,2023,12,3.14022922515869
"Sunshine Coast",46,2023,12,3.0435094833374
"Powell RIver",47,2023,12,3.18846082687378
"Sea to Sky",48,2023,12,2.98846817016602
"South East Kootenay",5,2023,12,6.30207252502441
"Haida Gwaii",50,2023,12,2.44966459274292
"Boundary",51,2023,12,6.43569278717041
"Prince Rupert",52,2023,12,2.3190290927887
"Bulkley Valley",54,2023,12,6.38552284240723
"Prince George",57,2023,12,6.24093294143677
"Nicola-Similkameen",58,2023,12,6.95918846130371
"Peace River South",59,2023,12,4.53414487838745
"Rocky Mountain",6,2023,12,5.95657300949097
"Peace River North",60,2023,12,4.80440759658813
"Victoria",61,2023,12,3.41282343864441
"Sooke",62,2023,12,4.00865125656128
"Saanich",63,2023,12,3.51195216178894
"Gulf Islands",64,2023,12,2.80805563926697
"Nanaimo-Ladysmith",68,2023,12,3.55148887634277
"Qualicum",69,2023,12,3.06616568565369
"Pacific Rim",70,2023,12,4.03454780578613
"Comox Valley",71,2023,12,3.29606962203979
"Campbell River",72,2023,12,3.44246649742126
"Kamloops-Thompson",73,2023,12,6.74819564819336
"Gold Trail",74,2023,12,6.29798603057861
"Mission",75,2023,12,2.93474411964417
"Fraser-Cascade",78,2023,12,3.79716563224792
"Cowichan",79,2023,12,3.97197604179382
"Kootenay Lake",8,2023,12,6.26088380813599
"Fort Nelson",81,2023,12,4.53538513183594
"Coast Mountains",82,2023,12,4.62163066864014
"Okanagan-Shuswap",83,2023,12,7.3994083404541
"Vancouver Island West",84,2023,12,3.86353158950806
"Vancouver Island North",85,2023,12,3.35307741165161
"Stikine",87,2023,12,4.4405345916748
"Nechako Lakes",91,2023,12,6.88747596740723
"Nisgaa",92,2023,12,4.50230979919434
"Central Coast",49,2023,12,3.25518226623535
"Okanagan-Skaha",67,2023,12,7.54302978515625
"Okanagan-Similkameen",53,2023,12,6.76575565338135
"Arrow Lakes",10,2024,1,5.82298374176025
"Revelstoke",19,2024,1,5.12299966812134
"Kootenay-Columbia",20,2024,1,7.40935373306274
"Vernon",22,2024,1,6.30795431137085
"Central Okanagan",23,2024,1,7.42390871047974
"Cariboo-Chilcotin",27,2024,1,5.8535041809082
"Quesnel",28,2024,1,6.25854110717773
"Chilliwack",33,2024,1,4.3099479675293
"Abbotsford",34,2024,1,4.18577814102173
"Langley",35,2024,1,4.0927734375
"Surrey",36,2024,1,4.15542364120483
"Delta",37,2024,1,3.54296207427979
"Richmond",38,2024,1,3.56656551361084
"Vancouver",39,2024,1,3.61494088172913
"New Westminster",40,2024,1,4.95968437194824
"Burnaby",41,2024,1,4.54742813110352
"Maple-Ridge Pitt-Meadows",42,2024,1,4.0623722076416
"Coquitlam",43,2024,1,4.23242950439453
"North Vancouver",44,2024,1,3.94714188575745
"West Vancouver",45,2024,1,3.20168805122375
"Sunshine Coast",46,2024,1,3.56435942649841
"Powell RIver",47,2024,1,3.40069389343262
"Sea to Sky",48,2024,1,4.47505378723145
"South East Kootenay",5,2024,1,6.26032400131226
"Haida Gwaii",50,2024,1,3.4002320766449
"Boundary",51,2024,1,6.73655462265015
"Prince Rupert",52,2024,1,3.20825433731079
"Bulkley Valley",54,2024,1,5.64945983886719
"Prince George",57,2024,1,5.71825313568115
"Nicola-Similkameen",58,2024,1,6.37093591690063
"Peace River South",59,2024,1,6.35276317596436
"Rocky Mountain",6,2024,1,4.99118137359619
"Peace River North",60,2024,1,5.10683250427246
"Victoria",61,2024,1,4.06275653839111
"Sooke",62,2024,1,3.80078840255737
"Saanich",63,2024,1,4.01933574676514
"Gulf Islands",64,2024,1,3.76549506187439
"Nanaimo-Ladysmith",68,2024,1,4.19044303894043
"Qualicum",69,2024,1,3.64728307723999
"Pacific Rim",70,2024,1,3.64676952362061
"Comox Valley",71,2024,1,3.63582229614258
"Campbell River",72,2024,1,3.60012531280518
"Kamloops-Thompson",73,2024,1,6.20369052886963
"Gold Trail",74,2024,1,6.39214277267456
"Mission",75,2024,1,4.10066556930542
"Fraser-Cascade",78,2024,1,4.98281097412109
"Cowichan",79,2024,1,4.15982246398926
"Kootenay Lake",8,2024,1,6.23227167129517
"Fort Nelson",81,2024,1,3.9634256362915
"Coast Mountains",82,2024,1,4.43539237976074
"Okanagan-Shuswap",83,2024,1,6.52727890014648
"Vancouver Island West",84,2024,1,3.38168358802795
"Vancouver Island North",85,2024,1,3.50279855728149
"Stikine",87,2024,1,3.64589619636536
"Nechako Lakes",91,2024,1,5.93771076202393
"Nisgaa",92,2024,1,5.52128028869629
"Central Coast",49,2024,1,3.68791937828064
"Okanagan-Skaha",67,2024,1,7.01856517791748
"Okanagan-Similkameen",53,2024,1,6.38135194778442
"Arrow Lakes",10,2024,2,5.61640644073486
"Revelstoke",19,2024,2,4.84547281265259
"Kootenay-Columbia",20,2024,2,6.47313976287842
"Vernon",22,2024,2,6.56193733215332
"Central Okanagan",23,2024,2,7.44020223617554
"Cariboo-Chilcotin",27,2024,2,4.9078893661499
"Quesnel",28,2024,2,5.31445407867432
"Chilliwack",33,2024,2,5.38261651992798
"Abbotsford",34,2024,2,4.87909078598022
"Langley",35,2024,2,5.0192494392395
"Surrey",36,2024,2,4.52045822143555
"Delta",37,2024,2,4.07770109176636
"Richmond",38,2024,2,3.73052334785461
"Vancouver",39,2024,2,3.59713053703308
"New Westminster",40,2024,2,4.22354364395142
"Burnaby",41,2024,2,4.17861461639404
"Maple-Ridge Pitt-Meadows",42,2024,2,4.68526601791382
"Coquitlam",43,2024,2,4.34668827056885
"North Vancouver",44,2024,2,4.18602466583252
"West Vancouver",45,2024,2,3.49933981895447
"Sunshine Coast",46,2024,2,3.60555243492126
"Powell RIver",47,2024,2,3.48712277412415
"Sea to Sky",48,2024,2,5.27627658843994
"South East Kootenay",5,2024,2,4.60854768753052
"Haida Gwaii",50,2024,2,1.14704275131226
"Boundary",51,2024,2,6.28156328201294
"Prince Rupert",52,2024,2,2.31407737731934
"Bulkley Valley",54,2024,2,5.57558250427246
"Prince George",57,2024,2,5.19061803817749
"Nicola-Similkameen",58,2024,2,6.04633092880249
"Peace River South",59,2024,2,4.41605281829834
"Rocky Mountain",6,2024,2,3.80787825584412
"Peace River North",60,2024,2,3.87175869941711
"Victoria",61,2024,2,3.71507859230042
"Sooke",62,2024,2,3.90408372879028
"Saanich",63,2024,2,3.95577049255371
"Gulf Islands",64,2024,2,4.00070285797119
"Nanaimo-Ladysmith",68,2024,2,4.11717557907104
"Qualicum",69,2024,2,3.25925588607788
"Pacific Rim",70,2024,2,3.38775777816772
"Comox Valley",71,2024,2,3.09265327453613
"Campbell River",72,2024,2,3.65615701675415
"Kamloops-Thompson",73,2024,2,6.04038047790527
"Gold Trail",74,2024,2,5.37051248550415
"Mission",75,2024,2,4.67382144927979
"Fraser-Cascade",78,2024,2,6.17572069168091
"Cowichan",79,2024,2,4.1613187789917
"Kootenay Lake",8,2024,2,5.26469135284424
"Fort Nelson",81,2024,2,3.58751940727234
"Coast Mountains",82,2024,2,4.46640253067017
"Okanagan-Shuswap",83,2024,2,6.86283445358276
"Vancouver Island West",84,2024,2,3.07589602470398
"Vancouver Island North",85,2024,2,3.11911606788635
"Stikine",87,2024,2,3.51828551292419
"Nechako Lakes",91,2024,2,5.19508790969849
"Nisgaa",92,2024,2,5.70562601089478
"Central Coast",49,2024,2,3.13972783088684
"Okanagan-Skaha",67,2024,2,6.91067361831665
"Okanagan-Similkameen",53,2024,2,5.75324583053589
"Arrow Lakes",10,2024,3,6.0334324836731
"Revelstoke",19,2024,3,5.35162448883057
"Kootenay-Columbia",20,2024,3,6.40115833282471
"Vernon",22,2024,3,6.27962779998779
"Central Okanagan",23,2024,3,6.62403583526611
"Cariboo-Chilcotin",27,2024,3,4.51004076004028
"Quesnel",28,2024,3,4.83523654937744
"Chilliwack",33,2024,3,5.7879524230957
"Abbotsford",34,2024,3,6.13065195083618
"Langley",35,2024,3,6.52717638015747
"Surrey",36,2024,3,5.60315752029419
"Delta",37,2024,3,5.40886068344116
"Richmond",38,2024,3,5.0779447555542
"Vancouver",39,2024,3,4.96643447875977
"New Westminster",40,2024,3,5.3118143081665
"Burnaby",41,2024,3,5.41769313812256
"Maple-Ridge Pitt-Meadows",42,2024,3,5.27626752853394
"Coquitlam",43,2024,3,5.55116939544678
"North Vancouver",44,2024,3,5.50675487518311
"West Vancouver",45,2024,3,4.69779539108276
"Sunshine Coast",46,2024,3,4.26056528091431
"Powell RIver",47,2024,3,3.82026314735413
"Sea to Sky",48,2024,3,5.05933427810669
"South East Kootenay",5,2024,3,5.02789640426636
"Haida Gwaii",50,2024,3,2.14893841743469
"Boundary",51,2024,3,5.72882986068726
"Prince Rupert",52,2024,3,2.85957145690918
"Bulkley Valley",54,2024,3,5.47866010665894
"Prince George",57,2024,3,5.16543006896973
"Nicola-Similkameen",58,2024,3,5.38666963577271
"Peace River South",59,2024,3,4.54687261581421
"Rocky Mountain",6,2024,3,4.66934299468994
"Peace River North",60,2024,3,4.2019624710083
"Victoria",61,2024,3,4.78888845443726
"Sooke",62,2024,3,4.0563817024231
"Saanich",63,2024,3,4.95445442199707
"Gulf Islands",64,2024,3,5.32291221618652
"Nanaimo-Ladysmith",68,2024,3,4.51727914810181
"Qualicum",69,2024,3,3.82360029220581
"Pacific Rim",70,2024,3,3.33016347885132
"Comox Valley",71,2024,3,3.28793382644653
"Campbell River",72,2024,3,3.44280982017517
"Kamloops-Thompson",73,2024,3,5.4989767074585
"Gold Trail",74,2024,3,4.81651544570923
"Mission",75,2024,3,5.36661815643311
"Fraser-Cascade",78,2024,3,5.75593948364258
"Cowichan",79,2024,3,4.08321046829224
"Kootenay Lake",8,2024,3,5.71772909164429
"Fort Nelson",81,2024,3,4.20700263977051
"Coast Mountains",82,2024,3,4.26702117919922
"Okanagan-Shuswap",83,2024,3,6.38435220718384
"Vancouver Island West",84,2024,3,2.92204761505127
"Vancouver Island North",85,2024,3,3.06102395057678
"Stikine",87,2024,3,3.32337307929993
"Nechako Lakes",91,2024,3,5.18929386138916
"Nisgaa",92,2024,3,5.09998607635498
"Central Coast",49,2024,3,3.34149885177612
"Okanagan-Skaha",67,2024,3,5.95261383056641
"Okanagan-Similkameen",53,2024,3,5.01659059524536
"Arrow Lakes",10,2024,4,4.48509120941162
"Revelstoke",19,2024,4,4.38718271255493
"Kootenay-Columbia",20,2024,4,4.54570960998535
"Vernon",22,2024,4,4.47222423553467
"Central Okanagan",23,2024,4,4.72513818740845
"Cariboo-Chilcotin",27,2024,4,3.55930161476135
"Quesnel",28,2024,4,3.2943639755249
"Chilliwack",33,2024,4,4.28131866455078
"Abbotsford",34,2024,4,5.32237577438354
"Langley",35,2024,4,5.72169780731201
"Surrey",36,2024,4,4.89794301986694
"Delta",37,2024,4,4.80523872375488
"Richmond",38,2024,4,5.08625078201294
"Vancouver",39,2024,4,5.11166381835938
"New Westminster",40,2024,4,4.89694166183472
"Burnaby",41,2024,4,4.91374683380127
"Maple-Ridge Pitt-Meadows",42,2024,4,5.30090379714966
"Coquitlam",43,2024,4,5.49497175216675
"North Vancouver",44,2024,4,5.44358539581299
"West Vancouver",45,2024,4,4.43134927749634
"Sunshine Coast",46,2024,4,3.90350222587585
"Powell RIver",47,2024,4,3.40042901039124
"Sea to Sky",48,2024,4,4.55559968948364
"South East Kootenay",5,2024,4,4.27797555923462
"Haida Gwaii",50,2024,4,2.21172451972961
"Boundary",51,2024,4,4.25405645370483
"Prince Rupert",52,2024,4,2.21701717376709
"Bulkley Valley",54,2024,4,3.94074010848999
"Prince George",57,2024,4,3.58793807029724
"Nicola-Similkameen",58,2024,4,4.094895362854
"Peace River South",59,2024,4,3.34991908073425
"Rocky Mountain",6,2024,4,3.93653035163879
"Peace River North",60,2024,4,3.48570656776428
"Victoria",61,2024,4,3.72454643249512
"Sooke",62,2024,4,3.0809633731842
"Saanich",63,2024,4,3.54801464080811
"Gulf Islands",64,2024,4,4.30975818634033
"Nanaimo-Ladysmith",68,2024,4,3.29225540161133
"Qualicum",69,2024,4,2.93046259880066
"Pacific Rim",70,2024,4,2.26533722877502
"Comox Valley",71,2024,4,2.40525603294373
"Campbell River",72,2024,4,2.7740421295166
"Kamloops-Thompson",73,2024,4,4.41587829589844
"Gold Trail",74,2024,4,4.53505945205688
"Mission",75,2024,4,4.95957136154175
"Fraser-Cascade",78,2024,4,4.32460689544678
"Cowichan",79,2024,4,2.77392101287842
"Kootenay Lake",8,2024,4,4.29502058029175
"Fort Nelson",81,2024,4,3.47508764266968
"Coast Mountains",82,2024,4,3.54990601539612
"Okanagan-Shuswap",83,2024,4,4.73582696914673
"Vancouver Island West",84,2024,4,2.11361455917358
"Vancouver Island North",85,2024,4,2.42520141601562
"Stikine",87,2024,4,3.2800235748291
"Nechako Lakes",91,2024,4,3.66373109817505
"Nisgaa",92,2024,4,3.9663507938385
"Central Coast",49,2024,4,2.61039781570435
"Okanagan-Skaha",67,2024,4,4.34305906295776
"Okanagan-Similkameen",53,2024,4,3.98063564300537
"Arrow Lakes",10,2024,5,3.64374589920044
"Revelstoke",19,2024,5,4.45988082885742
"Kootenay-Columbia",20,2024,5,3.98146772384644
"Vernon",22,2024,5,3.91604614257812
"Central Okanagan",23,2024,5,4.10827112197876
"Cariboo-Chilcotin",27,2024,5,4.00076150894165
"Quesnel",28,2024,5,4.61756658554077
"Chilliwack",33,2024,5,4.03187227249146
"Abbotsford",34,2024,5,5.10381555557251
"Langley",35,2024,5,5.28950500488281
"Surrey",36,2024,5,4.95938205718994
"Delta",37,2024,5,5.2733736038208
"Richmond",38,2024,5,5.66018962860107
"Vancouver",39,2024,5,5.52999353408813
"New Westminster",40,2024,5,5.52143526077271
"Burnaby",41,2024,5,5.26809930801392
"Maple-Ridge Pitt-Meadows",42,2024,5,4.53513097763062
"Coquitlam",43,2024,5,4.80367183685303
"North Vancouver",44,2024,5,4.7926197052002
"West Vancouver",45,2024,5,4.25922536849976
"Sunshine Coast",46,2024,5,3.41557455062866
"Powell RIver",47,2024,5,3.08316254615784
"Sea to Sky",48,2024,5,3.29514145851135
"South East Kootenay",5,2024,5,2.93431973457336
"Haida Gwaii",50,2024,5,2.78085160255432
"Boundary",51,2024,5,3.90079069137573
"Prince Rupert",52,2024,5,2.39084720611572
"Bulkley Valley",54,2024,5,3.68999052047729
"Prince George",57,2024,5,6.394690990448
"Nicola-Similkameen",58,2024,5,3.2055299282074
"Peace River South",59,2024,5,8.9476842880249
"Rocky Mountain",6,2024,5,3.07267832756042
"Peace River North",60,2024,5,20.86745262146
"Victoria",61,2024,5,4.54315042495728
"Sooke",62,2024,5,3.5037899017334
"Saanich",63,2024,5,4.24276304244995
"Gulf Islands",64,2024,5,4.74187898635864
"Nanaimo-Ladysmith",68,2024,5,3.63720798492432
